name,cluster,data
NO.0,0,0.0,0.0,2.0,5.0,-2.0,-5.0,-11.0,-5.0,1.0,0.0,-4.0,-18.0,1.0,1.0,0.0,2.0,4.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,-5.0,-5.0,-4.0,-3.0,-4.0,-3.0,-2.0,0.0,-1.0,0.0,-4.0,-2.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,4.0,2.0,-1.0,-1.0,2.0,4.0,0.0,-1.0,-1.0,2.0
NO.1,0,2.0,2.0,5.0,9.0,3.0,-2.0,-8.0,-2.0,0.0,0.0,-4.0,-14.0,1.0,1.0,-1.0,-1.0,10.0,7.0,2.0,-1.0,0.0,2.0,4.0,6.0,-4.0,-3.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,3.0,1.0,-1.0,-2.0,1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,-5.0,-3.0,-1.0,0.0,6.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0
NO.2,0,0.0,0.0,0.0,2.0,-2.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0,-3.0,0.0,0.0,0.0,0.0,12.0,8.0,3.0,1.0,0.0,3.0,6.0,9.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
NO.3,0,-3.0,-4.0,-1.0,1.0,-3.0,-5.0,-7.0,-3.0,4.0,2.0,-2.0,-10.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-4.0,-2.0,-1.0,-4.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,3.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,0.0,1.0,2.0,-1.0,-1.0,0.0,1.0
NO.4,0,-1.0,-2.0,2.0,7.0,-3.0,-4.0,-7.0,-1.0,0.0,0.0,-1.0,-8.0,0.0,1.0,0.0,0.0,18.0,12.0,4.0,1.0,0.0,3.0,4.0,2.0,-2.0,-3.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,3.0,2.0,1.0,-1.0,2.0,0.0,-2.0,-1.0,-3.0,-2.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,-2.0,-1.0,1.0,2.0,-1.0,-2.0,-1.0,1.0
NO.5,0,0.0,1.0,3.0,5.0,1.0,-2.0,-4.0,0.0,2.0,1.0,-1.0,-5.0,1.0,2.0,0.0,-2.0,4.0,4.0,1.0,-2.0,0.0,0.0,0.0,3.0,0.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,-3.0,-1.0,1.0,1.0,7.0,3.0,-2.0,0.0,2.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
NO.6,0,-6.0,-8.0,-6.0,-5.0,-9.0,-7.0,-4.0,-3.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,7.0,5.0,2.0,2.0,0.0,1.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-1.0,1.0,-3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.7,0,-1.0,-2.0,-4.0,-6.0,-3.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,-1.0,-2.0,0.0,-1.0,-2.0,-1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,-4.0,-4.0,-2.0,-1.0,-4.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,-3.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0
NO.8,0,-1.0,-2.0,-2.0,-2.0,-3.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,12.0,7.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-2.0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NO.9,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,5.0,5.0,1.0,0.0,-2.0,-1.0,3.0,2.0,4.0,0.0,-2.0,3.0,0.0,0.0,-1.0,-1.0,-3.0,-1.0,-1.0,-2.0,-2.0,-3.0,-1.0,-1.0
NO.10,0,-3.0,-4.0,-4.0,-5.0,-4.0,-5.0,-6.0,-4.0,0.0,0.0,-1.0,-7.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,-2.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,-2.0,-1.0,-3.0,-5.0,-3.0,-2.0,-4.0,-2.0,-6.0,-6.0,-2.0,0.0,-6.0,-6.0,-2.0,0.0,4.0,2.0,1.0,-1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
NO.11,0,-3.0,-5.0,-3.0,0.0,-6.0,-5.0,-4.0,-2.0,2.0,1.0,-1.0,-5.0,0.0,1.0,1.0,1.0,6.0,5.0,2.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,2.0,2.0,-1.0,-4.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-1.0,0.0,-5.0,-5.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-2.0,-3.0,-1.0,0.0
NO.12,0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,1.0,-2.0,-5.0,1.0,0.0,-3.0,-2.0,0.0,-1.0,-1.0,0.0,-4.0,-3.0,1.0,1.0,1.0,-1.0,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
NO.13,0,-4.0,-8.0,-8.0,-3.0,-8.0,-4.0,-4.0,-10.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,0.0,2.0,4.0,2.0,-2.0,-2.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-1.0,-3.0,-4.0,-3.0,-2.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,3.0,0.0,-1.0,0.0,1.0,-3.0,-1.0,0.0,1.0,-2.0,-3.0,-1.0,0.0
NO.14,0,-4.0,-5.0,-5.0,-8.0,-6.0,-6.0,-8.0,-6.0,0.0,0.0,-1.0,-8.0,0.0,2.0,2.0,3.0,14.0,15.0,11.0,7.0,0.0,4.0,6.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-3.0,2.0,5.0,-4.0,1.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-2.0,-4.0,-1.0,-1.0,-1.0,-2.0,-3.0,-1.0,-2.0,-1.0,-2.0,-3.0,-1.0,-2.0,-1.0,-2.0
NO.15,0,2.0,2.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,-1.0,0.0,1.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
NO.16,0,-7.0,-10.0,-10.0,-13.0,-10.0,-5.0,-2.0,-5.0,3.0,1.0,0.0,-2.0,1.0,2.0,2.0,3.0,3.0,6.0,7.0,3.0,0.0,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-14.0,-5.0,1.0,-10.0,-3.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,4.0,4.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0
NO.17,0,-3.0,-3.0,-2.0,-2.0,-3.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,-3.0,-4.0,-2.0,-1.0,-3.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
NO.18,0,0.0,4.0,9.0,5.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,11.0,4.0,-2.0,8.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,-4.0,-4.0,0.0,9.0,11.0,2.0,-2.0,2.0,4.0,8.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0
NO.19,0,-2.0,-6.0,-6.0,-2.0,-10.0,-6.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-2.0,-3.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,5.0,2.0,0.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO.20,0,0.0,-2.0,-2.0,0.0,2.0,0.0,-2.0,-4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,-8.0,-4.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-5.0,0.0,-2.0,-5.0,-3.0,-4.0,-2.0,0.0,0.0,1.0,-1.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
